,Comment,AuthorName,AuthorChannelId,PublishedDate,LikeCount
404,&quot;Kissi &quot;<br>😂😂😂😂😂😂😂,JAIPREET Singh,UCTnaQUyYeKtMHU4b_dHWXwg,2023-03-08,0
405,toh karo download🌝🌝,Game Changer,UCnDjdYNsnfj14iQ0sIOuJZQ,2023-03-08,0
406,Aaj lips invent kre hai horizontal Wale kal lulli aur vertical lips bhi invent hoga 🤣🤣🤣🤣🤣🤣yha sei dalo vha tumhare partner ko feel hoga 🌚🌚🌚🌚💀,jason edits,UC3LGiYn2vqckrfwrZLqTTVg,2023-03-08,0
407,3000 meh to russian mil jayegi,Subham Jain,UCXF2Jlrek5WRX2vMPyocGVw,2023-03-08,1
408,"At the end when she said, &quot;main janti mereko kya chahiye&quot;. I really thought something else as the topic to the short was very similar to that. Don&#39;t tell me you didn&#39;t understand what here I&#39;m talking about 😜",Mukunda Mhasalkar,UCwQr7UfDAspMPFAMHCzKuZg,2023-03-08,1
409,Aap ko kaise kiss kar sakte hain,Abhishek Mishra,UCQcK2mF7F3baD-zxWMFAOcg,2023-03-08,0
410,Lol 🤣🤣🤣,Peaceful Pratik,UCZlO4EC4EZ7S2fLunpLSbEA,2023-03-08,0
411,girlfriend ka bhi avishkar kar do please,Hirdyanath Kkr,UCyUy0SmxdSIEMjNZwWkDUfQ,2023-03-08,0
412,Kiss to bass bahana hai hume to chuswana hai,TheJoker,UCxeljJ4F1mOtL6u3nP8RpvA,2023-03-08,0
413,E apne maa baap ke samne ye bolna tto,Arjuna Kartik,UCoJj8npcSs5NdRqBeWR9mEA,2023-03-08,0
414,yaaaar kitni awasome hai yeh @,zeusrules,UCOGTIGv9BS_72b3JrkVM8TA,2023-03-08,0
415,Nhi krunga subscribe,🙂kakuzu,UCEJCVhevUTh4IwzJTEY2efg,2023-03-08,0
416,Horizontal kip ko vertical krke kiss krenge,robin,UCipVToaqXpkvXFc_09PnIAA,2023-03-08,0
417,Itane me to Russian aa jayegi😁,Himanshu Kushwaha,UCddGwFphMEKmzA-YrKlQ1EQ,2023-03-08,0
418,After nibba nibbi watching this 💀 <br><br><br><br><br>Baby apko ak gift dena tha 😆,PIYUZ,UCzLtlqyCSx5eJ-GRY4VCbtQ,2023-03-08,8
419,Mko pta hai apko khy chiya 😏,rank X yt,UCXuKlh6QReFnNHKtU0Byr2w,2023-03-07,0
420,But i need the original one 😢,GAMING WITH. pankaj,UCilc-VVwjJ4w1i3IxAaXGEA,2023-03-07,1
421,Chaliye product ka review karte hai .🤣🤣,Anish Das,UCODoWQMTN_kTwh8IeZz1xbA,2023-03-07,3
422,apne ko kya apan to single hai red light pe ruk jate hai,akshat Kumar,UC8AjT2X7iCL3XUe_xqUZHLA,2023-03-07,0
423,kya yeh device blowjob desakta hai kya,football express,UCaY2ArX7fwTkygin0ge8Thw,2023-03-07,0
424,Aur 3 hazar add krke to Russian 😂😂,Taufiq Khan,UCpz-oZ9QeMkWTgqn73aIk6g,2023-03-07,0
425,Can we..?<br>I really like you❤️<br>Mujhe ni pta prr tumko dekh ke acha lgta hh🙂,Yash,UCmcivgZXxqYsxyugBDm6f9A,2023-03-07,1
426,3000 something 😑,Abhi bas yahi kafhi hai😚,UCfIeXlxkVr_m34ty9dJuWng,2023-03-07,0
427,@Sex Shiksha agr koi boys ekdum se masturbation quit kr de to ky hoga???,Ancient Review,UC-C2tfBeRM8PnIJfXdKfXXA,2023-03-07,0
428,@Ancient Review bhai mere ek dost saath hogaya ..usko phir hijzde utha ka le gaya isse isslye Tera bhi soch kar ro Raha hoon 😭😭😀,Boa Toa,UCu8RqsmMIPIOEjmMrWMIXtw,2023-03-14,1
429,@Boa Toa bhai lagta hai apke sath ho chuka hai isliye roo rhe ho☺️,Ancient Review,UC-C2tfBeRM8PnIJfXdKfXXA,2023-03-14,0
430,Phir Tera chota ho jayega 🍌 roz 1 inch phir gayab hamesha ke liye 😭,Boa Toa,UCu8RqsmMIPIOEjmMrWMIXtw,2023-03-09,1
431,@Sex Shiksha agr koi boy masturbation quit kr de to ky hoga???,Ancient Review,UC-C2tfBeRM8PnIJfXdKfXXA,2023-03-07,0
432,Night fall 🤣,Nitesh Rao,UCYTAnF5BKc5C8scL9eWug2g,2023-03-15,1
433,Mar jayga 😂😂😂,abhishek gautam,UCTqmShaSPkRPzbWBm5jevIg,2023-03-15,0
434,The Boys: &quot;Tumko bhi😉&quot;,Stark,UC4od4ZJgg--dCnUCcjlc1sA,2023-03-07,0
435,Uh this world is getting sussy nowadays,Helpful Teen,UCSMb1byyWlDm_Yx3Apka_gw,2023-03-07,0
436,Apko patane ke liye kya karna hoga wo bhi bata do😂❤,Harsh Ashu,UCaNbJZKrCL-Yh-CZ1A3sNwg,2023-03-07,0
437,👁️👁️kal toh tum didi bol raha tha 😭😂😭😂😭,-Arya,UC6qbSQ-fDSOTIZ11y1ojupg,2023-03-07,0
438,Or aap,Bhavesh Kumar Baghel,UCT0RjwVn4GlZGfxXTHGDdZA,2023-03-07,0
439,Iske liye partner hola jaruri hai kya 💀,GSGxSayan,UCNfBtgm3RszqQTCcQpVH5nw,2023-03-07,0
440,Muja thum chaiea,pnot,UCQm2_8SCCOkOLNOMG6NL5Qw,2023-03-07,0
441,Kya mtlb machine to aa gyi pr bandi nhi😂🤣,DEVANG,UCTYA5iUTqFGVPh1TYOJV0_g,2023-03-07,0
442,Kiss ke naam par bhi DHOKHA....,Neeraj Sharma,UCkAygcY1RK4CpSKNFnUwYhQ,2023-03-07,1
443,aab toh kiss k bahane bj 😍,Suvash Yadav,UC1d0JW06DS-6cUcatKhsyZQ,2023-03-07,0
444,Hhhhhh nice shiksha,Harman Shimar,UCvxg0bWdRiljCygiDl6hwHA,2023-03-07,2
445,Aur ap jante ho muje kya chaiye,Nikk,UCNaYyeP2beVeNAXPOZhzvvQ,2023-03-07,0
446,Mam I have questions Sanitary pads how many usefull for girls . I am boy but interested to Knowing this question Answer because many companies using palstic to make more pads,Harsh verma,UCWg9-nO_XPmRyvcz9Lu7P5g,2023-03-07,0
447,Don&#39;t promote Chinese products. bhailog 3000 mai Gb road chle jaoge 3 din,ONLYGOØDVIBES,UCaJSaEOVPrlhSIWpZugHfCg,2023-03-07,0
448,Main subscribe nahi kar sakta senorita<br>Kuch pane ke liye kuch khona padta hai<br>😎🤔,Gajanan Pachankar,UCwj6isQ7v6rFAO-2nClEpOQ,2023-03-07,0
449,"Meri ek baat suno please padh lena, tum jaake manthanhub naam ke channel ka video dekho kafi saari videos hai. upar se niche tak sab dekh jao.<br><br>ushke baad tumhe pata chalega ki yeh science galat hai. dekho videos banao but <br>thoda scientific. aaj kal har baat pe scientic laga dete hain",Khiladi786,UCwq3XdZ8XuegJvvsFOaBlzA,2023-03-07,0
450,I think this Idea is Revolution !,Ankush Athawale,UC2G_5sToiYP-yKNwRZxD_nA,2023-03-07,0
451,Product ka  review kab hoga 🙄,RESPECT,UC_QYkj_LBsYirCd6M_ix06g,2023-03-07,5
452,Ab yahi ek Rasta bacha hai,Pratik,UCBfmY_cmAo19tpZBJqrby7g,2023-03-07,0
453,Ladkiya ni kharidnae wali  😂😂😂 ladko ka pta nhi pr ladkiyo ke liye easily boy available h itna b sukha ni chl raha ladko ka ki gadgets kharidna padhe,ac,UC27dob8sdPuIBATDJSvh4EA,2023-03-07,0
454,Channel ka name itna churiyaaa jesa kyu rakha madam nah chakr bhi har insan apko ghanda hi bolega is channel ka name sunkar,BGMI,UCHRXfclE4BkZNHY4swGqM_w,2023-03-07,0
455,It seems that it does have many uses 😌,D'EVIL GAMING,UCMglD5HORmACPuF_aV5RQSA,2023-03-07,1
456,Are aap virgin ho ya nahi,Krishna Upadhyay,UCoh5EPz5loECFF1-TysKGXA,2023-03-07,0
457,"Ye gyann humare kisi kaam ka nhi 😂😂😂<a href=""http://www.youtube.com/results?search_query=%23single"">#single</a>",J.K Sharma,UCy092GF_RjH0w26xsSAiP_A,2023-03-07,0
458,"So i already have basic knowledge about these things . But i still watch the channel because of shrutika , you are my new crush . Would like to date u some day 😂 .",Kakashi Beyond God,UC436UVnH6vpDx9VJ9A_Gl4Q,2023-03-07,0
459,3000 ke device sa accha 😂😂 1000 ka 3 shot le lunga,Fashion boy,UCubPP6e1UdOTGKzDD6JRyzw,2023-03-07,0
460,There are more good things in the world we can talk about!,wildrespect .100M views,UCpA5NHxHa_l6qEceJpCiOng,2023-03-07,0
461,Or merko relationship cahhea apka sath ❤️,Anudeep Singh,UCrLUiCeiyMFvdUWntyehavQ,2023-03-07,0
462,Hamare Ghar Wale Anumati Nhi Denge 🤣🤣🤣,Random Shorts,UCbAWqgpBibRKphS_ZvLW6Sw,2023-03-07,8
463,😂😂,SUHAAN_____________☦️,UChEDvBBg9-xPNf0LRHC8nCw,2023-03-30,0
464,Ye pàta tha,Mr. Unq,UCy-AZT_wVlGtZYMrAJwC7uQ,2023-03-07,0
465,Weird....,Partho Maity,UCCzoU4LQehEQTb4vMaALp6A,2023-03-07,0
466,Sir 3000...lgta h didi ko bhut sponsor mil rhe h..... <br>Yha 500me pura hole mil rha h wo v nhi le pa rha hu,world biography,UCvzhaH7dAgA237lIsgKj3EA,2023-03-07,0
467,isme 3k or milake me russian bula lunga 😂,GW DEEPAK,UC5XZ_YZ8I_GevgMhCECxzuQ,2023-03-07,0
468,You came in my dream,Kk kush bhai,UCTXg-PGRYHOUd5J0iQrRP_w,2023-03-07,0
469,iss ladkiyon ko dekh ke lagta hai...roj swx kar karke....kupusan ka sikar hogaye h😅😅,danilsnayakp,UCaE46l1dBIgglnlJHjiW3Ng,2023-03-07,1
470,Kiss krne ke liye koi honi to chahiye na,ANURAG KA MAAL 😒,UC8jBdGnq6rETGDrbeic2OJQ,2023-03-07,1
471,Yeh to kissing ke liye use Nehi hoga ji.... samajhdaar log samajh gaye honge,aby heek,UCynIoYBpjMzXjU7JcuarRiA,2023-03-07,0
472,3000 me to easily ek Russian aa jayegi ....isko leke kya karu,shubham,UCRteY3bOk_v_t2b7AWG7_kw,2023-03-07,0
473,La partner de meko...🙂,Loner Guy,UC6UcUQ_QfeNUzl18KT2kdlQ,2023-03-07,0
474,Next step to invent online sex machine,Akshay,UCXhIxwqFSEcZVy7cX1GQNAg,2023-03-07,0
475,Kaash main aur tum yeh device use kar sakhte the🤭,Dibakar_007_,UC5BqrwlGFYPPcKWyJK3TxNA,2023-03-07,0
476,Shukr Hai condom China Mein Nahin banaa..😮‍💨<br>Vaise didi kissi wissi chahie hoga to phone kijiega.. 🙄,Myank Das,UCldxkv5GXpEmghrc4wQDpdg,2023-03-07,0
477,Kiss ke liye ladki chahiye wo bhi zinda chahiye 😅😅,Ashish,UCuQSB6hVbPdRY1N5PRHwtHg,2023-03-07,0
478,तुम्हारे होंठ का जाऊं मैं तो इतने प्यारे हैं,sameer lala,UCyPUIZZ9jWLtvuHoE4__-Lw,2023-03-07,0
479,But deep inside we all know we want sucking device😊,orbit_rit,UC0ZMcMCGlAO1C3NiQEk3whg,2023-03-07,0
480,I have already ordered one 🙋‍♂️🙋‍♂️🙋‍♂️,sharath k.m,UCUeLUDE5qfJBUjhxIX9ib0A,2023-03-07,0
481,Listen buy a s*x doll if don&#39;t have a partner,Hanaan Ashraf,UCMfXcWlnHqLRg4Hc1RMrfUQ,2023-03-07,1
482,Ajao try krte hai 🥹,Sharma supremacy’s,UCjbpDvfUQkseEfoFaLmTtFg,2023-03-07,0
483,6000 mei toh Russian aa jati,Emmanuel David,UC8yQqt_Tjs2CLTvluPqBbaA,2023-03-07,0
484,Op,Mukul sharma,UCmyHvfnPVEX1foPWG_JjbaQ,2023-03-07,0
485,Apko Jo chahiye wo toh Maine apke ke phele hi kar diya,Rishabh Mishra,UCSf4QPOtXeZQdnhWmVBAAlA,2023-03-07,0
486,Teri Chuu....... Dunia ki sabse bhaddi gandi dekhne wali ... Chuuu... Hogi kasam se... I can imagine by your face .. 😀,Jafar Coding,UC8naieicUggf15jeMbGoWAg,2023-03-07,0
487,Love frm ASSAM 💕,Bishal Saha,UCXjQjYoL4b8Mnk4xM_8GthA,2023-03-07,0
488,Pehli baar kisi influencer ne Assam ko bhi mention Kiya ✨🥺lob u didi,REELATABLE  EDiTS,UCNm4IZsLi8bjqJNvF8aI19Q,2023-03-07,49
489,❤,Rituparna Saikia,UC4cYIvr3FAFugBn1NiMFAcg,2023-04-21,0
490,Hm 🥲🔥❤️,AXOM VLN,UCMdHN-bXQBOi6cyyrF4ixtg,2023-03-14,1
491,@ABHI PRATAP Singh 🥺🥺✨✨,REELATABLE  EDiTS,UCNm4IZsLi8bjqJNvF8aI19Q,2023-03-09,3
492,Exactly 🥺🥺 Joi Axam,ABHI PRATAP Singh,UCAaqGufi9zYK1tsMRaGxhgg,2023-03-09,5
493,"Didi ruk jaao Yaar , Bhagwan Upar Hunter maarega . Bhagwan se daro Thoda....",MohMayaa,UCmQAhScXqSoiC7PFkkBI4Fg,2023-03-07,0
494,App nasha karte ho na mujhe to app charsi lag rhe ho or dikhti bhi ho ganjedi🙏,Rituraj,UC7TUuNMH_AJPHukEc8HP4Ig,2023-03-07,0
495,kissi🤣,Music,UCOGAT6YSQN8q8youPoOCnEQ,2023-03-07,0
496,Pahli experiment aap pe karenge log 😂,Gopal Singar,UCEEZzmdC6sz0FFzByYCRA6A,2023-03-07,1
497,Please upload video on sexual health care thing because in market there is so many misleading video...,Priyesh Jha,UCETjH_mfn3IJG7WWBlldfPg,2023-03-07,0
498,Oh hell nah wtf man 🤕🤕🤒,Prolly stickman,UC51xDYEHbWm-Ws3k4l6Id9Q,2023-03-07,0
499,1. Partner Nhi hai<br>2.Paise bhi nhi hai,Surya,UCxLmlLnytERSzNX0edDTSCA,2023-03-07,0
500,"Ese hi ek Machine <a href=""http://www.youtube.com/results?search_query=%23sex"">#Sex</a> ke liye bhi mangta Bharat....💀☠️",Vikas Chandel,UCpK6WniN9WXvx6lzOavND2g,2023-03-07,0
501,Baki mai Janta hu aapko kya chahiye.  😃😄😄😃😀,Nitesh Kumar,UCSfxEG72mzAoItWMvOdZyTA,2023-03-07,0
502,Kisi ko vi kiss ker sakte hou <br>Me :😏,ARBIN SARKAR,UCvAcrIvvERBdYV3Y45jxphg,2023-03-07,0
503,Kya aap dono bhi Ek Dusre ko orgasm kar Te ho,AYUSH TYAGI,UC7YUkdP_XHOWOsSuo_cayhw,2023-03-07,0
504,It&#39;s called online kissing 😂😂,PBX OFFICIAL,UCVFVxAtZsbrxuB-mVkzzHvw,2023-03-07,2
505,Waah !!! Sab kuch online kardo. Bas ab yahi dekhna baki tha 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,Rushi,UCWLHV7bfwEWaNpX5hQ_KLgQ,2023-03-07,6
506,​@Jigar Kashyap 👍👍😂😂😂sahi kha bhai,ABHI A NEW SPARK,UCOxWwYWzGIyuIwBA5MlGmbA,2023-03-14,0
507,Kyo jab tum se expect nahi kar sakte to yehi sahi hain na.,Jigar Kashyap,UCr3C1RVNTLCnrO-7SBSIhRQ,2023-03-10,0
508,Mai socha inko bhi kiss chaiye 😅,Sumit Kumar Das,UCOhvevKIispobvCTpsWo82Q,2023-03-07,0
509,Long distance sex🍑 wala kab aayega😝😝😝,Akash Gulde,UCFJbXSTS64qtlp9P0QdC-KQ,2023-03-06,0
510,Hii,Panwar J S,UCW2rJJrFKY6Ue_9mOV672vg,2023-03-06,0
511,Hello,Panwar J S,UCW2rJJrFKY6Ue_9mOV672vg,2023-03-06,0
512,"<a href=""https://youtu.be/DKBvHe3Cei4"">https://youtu.be/DKBvHe3Cei4</a>",Ritesh Pandey,UCAL8MFxV7P0cQfCP5o18MAA,2023-03-06,0
513,Dill varke kiss karlena,PRINCE DARK,UCjBScEtVbg49DeNDHV6Qsiw,2023-03-06,0
514,Ye device ka jarurat nhi hai,PRINCE DARK,UCjBScEtVbg49DeNDHV6Qsiw,2023-03-06,0
515,Mere pass aja,PRINCE DARK,UCjBScEtVbg49DeNDHV6Qsiw,2023-03-06,0
516,1st I want partner for this🙂....single life...,Nisha Dwivedi,UChUhye0N9hM7sRdJbxIk2LQ,2023-03-06,0
517,Kis ka siwa kuch aur bi ho sakta he 🌚,ʜɪɴᴅ ɢᴀᴜʀᴀᴠ,UCwIulb7nyu2tUirisQEvbOw,2023-03-06,0
518,🤣🤣🤣wah kya device hai,Mir Asif Ali,UCs_0bQoB7nIs1f8Nam78SYA,2023-03-06,0
519,Assam ka nam lene ke liye bohut bohut dhanyawad.Jai aai Assam. Assam or bilake eta like diba.,124 No. Saloipara 17 vill Bajali lcds project,UCLRoiGHfgDzgcMrXO8QFqQA,2023-03-06,20
520,De r,y😈ung & wildest,UCBmdLRQ14GaMGSJRJ9HYVMw,2023-03-07,0
521,Indian Seller :  Ab kiss krna hua asan 🤣🤣<br><br>Custemr : Bhaiya ek kiss bhejwana tha 🤣<br><br>Pro custemr : demo mil saktahe kya 😂😂<br><br>Pro max :  Srif kiss ke lie ya or kuch bhi Krsaktehen 🤣🤣🤣,Bibhash Podh,UCG_t0lo_dZNspxnssyun_yg,2023-03-06,0
522,Guys inka sary subs boys ha or most videos ma mazak bnate ha in Chootio k channel ko report kro dkhna ro degi,Being Haider,UCvfmhdLL_nzIN9c_4P7YfOA,2023-03-06,0
523,App download??? Woh sirf ek khilona h! 🙄,No Name,UCJr0PrErphEw2Nzsp8GfauQ,2023-03-06,0
524,le single:😭😭😭😭😭,Op Amer,UCC99YO-0q3nxo0ehH7Ssikg,2023-03-06,0
525,Ye Chinese partner kab invent kr rhe hai 😀😀,SCO Beijing,UCCTmUuBtWuUuO0LutZE7kzA,2023-03-06,0
526,Aapki right eye pe black mark hai..........yaa sirf mujhe lag rha hai????,Tanu Sharma,UC0eWEy7RXjmR9c87wKDC0GQ,2023-03-06,1
527,Partner ka lips samaz ke muh me bhi de sakte ho 🤣🤣🤣🤣🤣,Pratik Adhawade,UCrpbmvxzaQ1_IQTf3Dray-A,2023-03-06,0
528,Aap ne le liya hai ya mai bhej do,YAMRAJ GAMING,UC4-xDUkcHnFgFoo6sXsuNIA,2023-03-06,0
529,Howard and Raj already did it way back in 2009,The Playstation Gamer,UCV2SGPJMy1PHuyxRSGo7hqQ,2023-03-06,0
530,Chutiyapa hai 😅😂,vivansh art,UC5kQRv8z_Yzjw6R3HKpxuYQ,2023-03-06,0
531,Bsdk machine toh mai 100 le lu magar partner kha se lau ? Russian toh 6k me aati hai magar sirf 2hrs garib aadmi kha se afford karega 🥹,Kr Raushan,UCdjOuToew2pazHX5frBsIrw,2023-03-06,0
532,Tumhe subscribe nahi chahiye Kuch aur chahiye 😉😜🫣,John Gambhir,UCsYekshwZEBVgmpM2w9qPPA,2023-03-06,0
533,Orignal Kiss is Always Orignal lip Kiss 💕,Chacha AR!,UC1zOq2aZJ_PAfm9t7JWQf1Q,2023-03-06,3
534,Wo to sahi hai leken original milegi nahi ...alternative use karna padega,Cinema Talks,UCe8cyL5-3pnFSHZlzOxUKNA,2023-03-09,1
535,Vertical or horizontal one?,Tiny PRO,UCyg70UmH1Hj27JBOyh1EjnQ,2023-03-07,1
536,Jo kaho ye Bandi hot hai mahol Bana deti hai.,Akhilesh Kumar,UCvvgoA0TWw4dqdvk5tJlnDg,2023-03-06,0
537,pov china in 2030<br>  ~ Online laura only in 6000 and something,Lund ka Topa,UC4eB3wJBaNz7RSsE_8ZRY-w,2023-03-06,1
538,Humko sala ladki Nehi mil rehi<br>..😪,Sujay Banerjee,UCPo9HWLLWIMZPXsGYO9jO7g,2023-03-06,0
539,1 subscribe = 1 kiss 😁,Abdul hadi Anas,UC1K_5OvlMiYpOhV9-FgFdcQ,2023-03-06,0
540,Hmm acha thick ha,EMPEROR YT,UC1sxZFMpqPbRNkQMvbU5lEg,2023-03-06,0
541,🤣🤣,bikefan,UCD3SfqtFS6zArhlbibrvezw,2023-03-06,0
542,3000 se acha aur thoda save karke 6000 me russian aajayengi😂👍🏻,Bhavesh Solanki,UCKoaqRIRb9vPEnOuFVoR0cg,2023-03-06,8
543,Russian kaha milegi Bhai hame bhi batao 😂,RT375,UCN6pSEi0_-V9B8sVaVFS3zw,2023-03-25,0
544,​@Bhavesh Solankirubber se feel nhi milega🤫,MRINOCENT,UCT9XpSzPwt9B2mR0X5Ja7YQ,2023-03-25,0
545,@Harsh Vaswani Lekin One time me bhi Lene mil raha hai isme toh khali rubber hai😎,Bhavesh Solanki,UCKoaqRIRb9vPEnOuFVoR0cg,2023-03-17,2
546,"Vo one time use, ye , chale to chand tak nai to shaam tak 😂😂",Harsh Vaswani,UC3A6_6KIkJ9_J_qGIeinUng,2023-03-17,0
547,🥲🥲🥲🥲,@SparkSuperior,UCUdpjHVOQp3FXtVnf2NH27Q,2023-03-06,0
548,Koi kiss krne wali hai he nhi 🤧🤧🤧,The CosmoS,UCjeb7F0FzckHI-579bWeDSg,2023-03-06,0
549,Muja laga kush aur Chiya,Suraj Kumar,UCa5K6NvFWv0UA4OS74Lx0fQ,2023-03-06,1
550,Mereko kiss karne wali chahiye🥺😢<br>Koi dhund dhand k dila doo.....<br>AAP logo ka Saturday night wala show kidhar gaya,Snehashish Kundu,UCCu4QgOKCb6L2CCdV_rHIOw,2023-03-06,0
551,APNE BUDGET ME NA AA PAYEGA  YEH KISSING DEVICE 😢😂😂,THE ALPHA MALE,UCToRG1jMTXaQ_VrHHtGpZBw,2023-03-06,179
552,khud ko strong banao or female se durr raho ✊ bhramchary apno dosto,gullu,UC8rPOTLtKOOxWYErZ6oeq-w,2023-03-30,0
553,Meanwhile hacker alag se free me maje lega🤣,Lion Hunter,UCcZoQ2vVMOaTjIkLztts86g,2023-03-25,0
554,​@Karanjo bhi ho maza toh confirm hai,Walter White,UCOSmYs5HgM55JRGz82zPCbw,2023-03-15,2
555,@GW DEEPAK Russian nhi to Indian to pakka aa jayegi,Karan,UC1Hu0kOix0edaG1506hQ74A,2023-03-10,3
556,​@oye 😂😂😂....,Boa Toa,UCu8RqsmMIPIOEjmMrWMIXtw,2023-03-09,0
557,I saw 69 comments 💬🌚 <br>It&#39;s 70th,Mr Focused,UCDnhmlOBTau7awwtxzcm_6w,2023-03-06,1
558,is product ka review bhi chaeya hme 😂😂🔥♥️,Gurjot Singh,UCdk-7STWDHzFSexIGJJt-8Q,2023-03-06,116
559,Wo bhi Aap ye product ki live review dedo  medam ji,Shanni Boi,UC5pVCQxLcNESZ3ZkncJUqCQ,2023-03-07,6
560,3000 me kiss chordo sab kuch mil jayega,technological,UC5CeJT9pGNRU5qD2k24uCRw,2023-03-06,0
561,Partner kaha se laye wo to btao 😂,Prince,UCzzUpvTPsGeuMn7texnqLBw,2023-03-06,0
562,mobile  to hai pr partner  to chahiye yar,JEE ASPIRANT ARYAN,UCbft9izGibo-F3ubN2Slqlg,2023-03-06,0
563,Simp,vivek,UC3nedjrv_ltvVkCQPlarR1A,2023-03-06,0
564,Ek aap lelo ek me ham dono try krte hai thik ha didi,Noxton Gaming,UCgg8Gye6FRpiPlNbUKLXaQA,2023-03-06,0
565,Kisiko bhi bola tha main khush hogaya 🥺 ki.shruti ko 20 hrs roj kiss kruga,A Kulkarni,UC4_Hpv02gzZp_zq5iNeoGbw,2023-03-06,0
566,Mujhe toh kuchh aur chahiye,Swaraj Mallik,UCgqv6-HZYhAkzzAYj9KS5_A,2023-03-06,0
567,Disclaimer: No Virat Kohli harmed in this video,Vitamin Protein,UCFIpcYaYgUndFB8VkS27Kjw,2023-03-06,30
568,meanwhile virat kohli : usko touch kaise kiya m🤬,Ashiesh sharmah,UC60A41xHcOBxM3xYtk9HxMQ,2023-03-14,0
569,​@GWA FREE FIRE 🗿,🗿si,UCiO_HpGpw5P1k0qwF5BI9ww,2023-03-07,2
570,💀,GWA FREE FIRE,UCCHH7AKidrWXO7-G6pIYwug,2023-03-06,2
571,Howard wolowitz was a visionary...he invented that thing years back...,Palaash Aggarwal,UCA49hxMQfWZG3LGOh5Pxq9Q,2023-03-06,0
572,aur zoom in karliya karo 👍🏻,Shagu Dabas,UCiv6HGmlgK4IhWvZlWKZHng,2023-03-06,0
573,Nahi aapko pata nahi hai aapko kya chahiye. Aapko chahiye mere jaisa ek partner. By the way aapka naak ka nathani mast hai,Mjay,UC7VGs-lRXbLueFgsKP3le5w,2023-03-06,0
574,Baby can i have your Facebook id 😘😘,Jammy,UCsY1hrBFos-W8PnW0yuAVgg,2023-03-06,0
575,"<a href=""http://www.youtube.com/results?search_query=%23assam"">#assam</a>",Raj borah.,UCN1WuKkCUpcz4bBOUdeJzQA,2023-03-06,0
576,🍌  yea sidha karneka kaoi upay dedo <br>yea phir kuch problem  hoga ki nahi kuch to batado please 🙏🙏🙏🙏🙏🙏🙏,Boos,UCw4gwomkA24RCp7xGMVGmpA,2023-03-06,0
577,You want 1 subscriber and I want 1 gf please😂😂,Akatsuki,UCmvpMY1nk6tH7XGhZVx7Jrw,2023-03-06,0
578,Isse acha hum soch ke🤔 kaam chla lenge.. 😅,devi jones,UCJioHEyIF2A3DJNUKbswmew,2023-03-06,0
579,I love you❤ so much for yourself,The Way Of Life,UCukmmfePMIKMIiyvwH1tLhg,2023-03-06,1
580,But kissing a real human is an vera level satisfaction.....💋💋💋<br>😅😅😅😅😅😅😅😅😅,VenuMadhav,UCc4lLA6YUk5aBj0rof8URRg,2023-03-06,2
581,Assam????,SANKAR FF YT,UC4acYXlDungXScikV-l06og,2023-03-06,5
582,ASSAM 😁,Jatil Bastov Gogoi,UCewWfpzpFEyVF4zS1Kad9Kw,2023-03-06,9
583,Jai aai axom❤,Ritish Bora,UCcPEv0t22GhP_PXWIqfto2A,2023-03-30,1
584,Guys have  u studied in any medical colleges or having experience in this field.  Ya it&#39;s just copy paste fact from Google and article ur just telling,INDIA,UCvJXlN5FHWRMbsiAFymg1Kw,2023-03-06,0
585,india me available hai kya ye ؟؟؟,Mohd Imran,UCOsn3G4ygGJ068onxM5g8Yg,2023-03-06,0
586,Machine tu mil jai gi par partner 🥺💔,Saad_Bobby,UC-wymn1p8zemPRmYnemdAuA,2023-03-06,0
587,Sala vo sb chhodo 🙂 merko Virat Kohli k liye bura lgra ...uski biwi k sath kon mze le rha 🙂😂😂,๖ۣۜƊαrͥedͣeͫvᎥl,UCBDC1l9O1IALwTyZYkZYY4g,2023-03-06,1
588,Didi machine toh khareed li ab partner khaa se laaau😭😭😭,ㅤㅤㅤㅤㅤㅤ X,UCf9dRDjbKktfgVAnTR2xzGQ,2023-03-06,161
589,Tera kuchh nhi so sakta behan ke laude <br>For fun only <br>Don&#39;t be serious😅😅,Vishal Jat,UC08FKjblAN-7X-xpV6fqtGw,2023-03-31,0
590,"@Dhruv Banker ye to anyay he ,har gav redbajar banane ki jumbes karni chahiye har kuvare ladke ko..jis se gali ki ladkiya ko bhi koy paresan nahi karega..sadi barbadi se bach jayege.<br>or yis morche ke pramukh honge patra kar popat lal.",N.g chanal,UCMsOnTm8QZk1nU54AOYgdcA,2023-03-30,0
591,yesi bevkufi karne se pahle nahi socha !<br>yin se achh randi bajar chale jata.1000 me hojata..3000 dene ke bad bhi partner ki janjat yis liye ye machine flop gayi..,N.g chanal,UCMsOnTm8QZk1nU54AOYgdcA,2023-03-30,0
592,Ayo Sus 😳,Sayan,UCVg20Q3vdsR4xCe_APvwGqA,2023-03-24,1
593,​@motivation shorts exactly the same I was thinking to write,daksh gangwani audition,UCoPTlQFsIMOoEB3ysuHAavg,2023-03-16,1
594,I need partner,Robin Hood,UCChp5ZDf7QIRsF_ZiGCt_Kw,2023-03-06,0
595,Mujhe kya mai toh single hu 😂😂,Adityavardhan,UC2Jlog8dHivWXPCB9CJhpEA,2023-03-06,1
